# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.816647301787880764e+01 2.778677804992475853e+00 1.156914309123035345e+01 1.725759207619954694e+01 1.453324038607226809e+00 2.235309829003482562e+01 2.875859403247392976e+01 2.045222487244132470e+00 1.000876843639549918e+01 1.837349173075007158e+01 1.711928027058804647e+00 2.141116896811394454e+01
1.000000000000000000e+03 5.789469142610487395e+00 1.863017264554207131e+00 5.892293464268866243e-02 7.902730254933439724e+00 5.914774436664004043e+00 2.017710363670708773e+00 5.414302983540316028e+00 1.775933692206279835e+00 6.317757407582559603e-02 7.082779104287885374e+00 5.337529329173922754e+00 1.616731054966312975e+00
2.000000000000000000e+03 7.682554597227504445e-01 1.568147948810835635e+00 6.878940027032740545e-01 1.644985467585518890e+00 2.061440552218986255e+00 2.108181586720242195e-01 7.729345795378467221e-01 1.779114098184896298e+00 7.995169943771628374e-01 1.742184805249514801e+00 2.226983413010018342e+00 1.711766315054824295e-01
3.000000000000000000e+03 3.340828234642376771e-01 9.616236694639763716e-01 4.422750320131482171e-01 8.073238357642879004e-01 1.243034487407888689e+00 2.008073624105911614e-01 3.331198326922871211e-01 1.119278353656841141e+00 5.158507151163602700e-01 8.693698497058014452e-01 1.421703907339725736e+00 1.956698204347235293e-01
4.000000000000000000e+03 2.552888367060037744e-01 8.195777490956326350e-01 3.910298688291292124e-01 5.645461137378756655e-01 9.273332492664563276e-01 1.617537677155300446e-01 2.545547075646661939e-01 9.561258884888897969e-01 4.614813030913532677e-01 5.988545161209418710e-01 1.071195667914341731e+00 1.618003887967337517e-01
5.000000000000000000e+03 1.816732466945218949e-01 6.361607396268511572e-01 3.316693197633789891e-01 3.917997364715873343e-01 6.661113790026639281e-01 1.047162999911631642e-01 1.855072499909492523e-01 7.470440093267004533e-01 3.954372452509596902e-01 4.030364726276151610e-01 7.748136918932252426e-01 1.089798549166585001e-01
6.000000000000000000e+03 1.758216963089312690e-01 5.166048635356906837e-01 2.799678729768320662e-01 3.274219859196988436e-01 5.391031952686666795e-01 9.291561279383274419e-02 1.844265935199400630e-01 6.068456448759838029e-01 3.323420803730989248e-01 3.353557670944951608e-01 6.243398596007313506e-01 9.294737288295816524e-02
7.000000000000000000e+03 3.190509646083899420e-01 5.581617815844105435e-01 3.908832337472553098e-01 3.916114180475277484e-01 5.397877551444567601e-01 2.483368099191933520e-01 3.599954072606098565e-01 6.576262325763050365e-01 4.633848629858322021e-01 4.231481220632279938e-01 6.247488286106976929e-01 2.794274224188251221e-01
8.000000000000000000e+03 1.535922807786442301e-01 4.106707549095731657e-01 2.285497247756300698e-01 2.627708106338653149e-01 4.263374575330052818e-01 8.575754415421892041e-02 1.618839428978492978e-01 4.826455346528717993e-01 2.678206798804549926e-01 2.744024836369756137e-01 4.885316760566482674e-01 8.416462481120323691e-02
9.000000000000000000e+03 1.366882652322453373e-01 3.816718214629997719e-01 2.108476944535383757e-01 2.377795188310816155e-01 3.888247757507578561e-01 8.281004745851917870e-02 1.429073847630415173e-01 4.495990562357485287e-01 2.477100980136885400e-01 2.490205044615935170e-01 4.441632367620083066e-01 8.282926384882531579e-02
1.000000000000000000e+04 1.186119248848142016e-01 3.532412392081870078e-01 1.914230486492002614e-01 2.158269909287016119e-01 3.570555937445092920e-01 7.738267914291822869e-02 1.224188528554388949e-01 4.175830037069017120e-01 2.267031017828494421e-01 2.270418062449340302e-01 4.079849612110912904e-01 7.884528227852265203e-02
1.100000000000000000e+04 1.001175419009399520e-01 3.265337958668624863e-01 1.749603137163694977e-01 1.955978946106397554e-01 3.273891448582507135e-01 7.135355152299452386e-02 1.024040825973545066e-01 3.875554280488932579e-01 2.090983533534175320e-01 2.076992349005437055e-01 3.751322071043058926e-01 7.498054241123547348e-02
1.200000000000000000e+04 4.468478803938863431e-01 5.370604400429952463e-01 4.812167725754738501e-01 4.276866173865881970e-01 4.866721384064797151e-01 4.410429322604614288e-01 5.215257164208793039e-01 6.409421663801370128e-01 5.769396822036497730e-01 4.908666373628909896e-01 5.690107836173319278e-01 5.211995773181120617e-01
1.300000000000000000e+04 7.300803486574924950e-02 2.807657256238506593e-01 1.520436568363633667e-01 1.667410354982522824e-01 2.768829736591256196e-01 5.847896355022837167e-02 7.442590883925925827e-02 3.342812228501375604e-01 1.824352068795379034e-01 1.812856308165548269e-01 3.193057326141512942e-01 6.417160970263943720e-02
1.400000000000000000e+04 6.612343815756419052e-02 2.631309742778155658e-01 1.428017786377703546e-01 1.571511098843527687e-01 2.575297364740333772e-01 5.356790762301679582e-02 6.704242169535613860e-02 3.130296878872336208e-01 1.710102398800914525e-01 1.724092297388477024e-01 2.976985928495197720e-01 5.882583352655142150e-02
1.500000000000000000e+04 6.154246149754560163e-02 2.485361814930443225e-01 1.348957296032763098e-01 1.486752946019709032e-01 2.412485743381203862e-01 4.994749670499120525e-02 6.149956173273560950e-02 2.953974920704167118e-01 1.610115342106429592e-01 1.641171705772132006e-01 2.793683784421803762e-01 5.447803324779231654e-02
1.600000000000000000e+04 5.876593001439136404e-02 2.344521512458552781e-01 1.275349476074883748e-01 1.418329875441908805e-01 2.274277812047357239e-01 4.700657653391287355e-02 5.769976528404344163e-02 2.785565234462252238e-01 1.515753641224139581e-01 1.571108635320641322e-01 2.639150350665093181e-01 5.056652067536976380e-02
1.700000000000000000e+04 5.582678714243825141e-02 2.229588159814372417e-01 1.216578247740019852e-01 1.352530520498593514e-01 2.157877695707748900e-01 4.489080685140972582e-02 5.370030985659263179e-02 2.650399633239086117e-01 1.438620769786764231e-01 1.501124447878519619e-01 2.509360667374533338e-01 4.760403050781670392e-02
1.800000000000000000e+04 5.344173191619559088e-02 2.116053076876177330e-01 1.168218243153868324e-01 1.287958520280008123e-01 2.044107954805023664e-01 4.370174783317146150e-02 5.042915414831330989e-02 2.519873037056828413e-01 1.375188901399521380e-01 1.429276373784778287e-01 2.384194269200020921e-01 4.558093256357748785e-02
1.900000000000000000e+04 5.063026986460483769e-02 2.015240814644113088e-01 1.128291236087675259e-01 1.223399122604508227e-01 1.939832660357911631e-01 4.306905985536947645e-02 4.695802231499587170e-02 2.407442262784956211e-01 1.324464067739827278e-01 1.354901707827330937e-01 2.269381237906233639e-01 4.433764162444571444e-02
2.000000000000000000e+04 3.194477941481722039e-01 3.693801049122966695e-01 3.432998535567964860e-01 3.257614366114395255e-01 3.505730125338999414e-01 3.139597836895577920e-01 3.679135694719150029e-01 4.443357957427009897e-01 4.080764276025275472e-01 3.796534331987765909e-01 4.170234310512343501e-01 3.667496179723307992e-01
2.100000000000000000e+04 4.313682584719765595e-02 1.846525316843778963e-01 1.071682132763163570e-01 1.088332152955471810e-01 1.748548158049053891e-01 4.284223617677102025e-02 3.971101844182442497e-02 2.226590358202972242e-01 1.268316092194263500e-01 1.189474813658398245e-01 2.050452526471588377e-01 4.469000082091198478e-02
2.200000000000000000e+04 3.942855289973234978e-02 1.767416708960585225e-01 1.041876529363819914e-01 1.028711002654619650e-01 1.661519788754310112e-01 4.240050474899050709e-02 3.713131160640512074e-02 2.138700757879856695e-01 1.246697512462240226e-01 1.113132543044315498e-01 1.943885879052692778e-01 4.558460947825165865e-02
2.300000000000000000e+04 3.608527618316813984e-02 1.699033113365050474e-01 1.008552357630942836e-01 9.769273318176149856e-02 1.585842295184366757e-01 4.124728970715549337e-02 3.507103619455969462e-02 2.057294569638069559e-01 1.220701687014172365e-01 1.048227592444141015e-01 1.847649002135423879e-01 4.605204965482322110e-02
2.400000000000000000e+04 3.383996603269186915e-02 1.623986207764196721e-01 9.652494637622632823e-02 9.388972396597772274e-02 1.515362151950641889e-01 3.976942813175894653e-02 3.393452394493873953e-02 1.965363956005152235e-01 1.180816989293101554e-01 1.000384911562594292e-01 1.757717948079079717e-01 4.592890647220240763e-02
2.500000000000000000e+04 3.913586121896547865e-02 1.601145819572524220e-01 9.679844420999018928e-02 9.748816301150900476e-02 1.513021904317755906e-01 4.407014472006189759e-02 4.155658124551498550e-02 1.935330565559327531e-01 1.202238510460678922e-01 1.037437403153233517e-01 1.744666269268494441e-01 5.326550638551971750e-02
2.600000000000000000e+04 3.068383183231911809e-02 1.490484919731873692e-01 8.752142877128704646e-02 8.792516372487578502e-02 1.392953803694724491e-01 3.596189016768164964e-02 3.223908277721666132e-02 1.794361966514632645e-01 1.089161965841511370e-01 9.285279192980261387e-02 1.601005078865642139e-01 4.419290281201144338e-02
2.700000000000000000e+04 5.618301193177637626e-02 1.593025846453333672e-01 1.074250006483624675e-01 1.014260858107050023e-01 1.444865192846479240e-01 6.197285255905828766e-02 6.322665426321376347e-02 1.906862310325228849e-01 1.315920319508285252e-01 1.105121100885550628e-01 1.670499744063891623e-01 7.507755477863846394e-02
2.800000000000000000e+04 2.860398983619491520e-02 1.368136710495289898e-01 7.879274060854345174e-02 8.368955671996990142e-02 1.288487545821398739e-01 3.204841491059223779e-02 3.084306550724235860e-02 1.633995407630795538e-01 9.937770010621863048e-02 8.802037413865491933e-02 1.468371428302799320e-01 4.157070943279480429e-02
2.900000000000000000e+04 2.776042896145247685e-02 1.311179947882297192e-01 7.472089829132438910e-02 8.202035496299155126e-02 1.242267733122637274e-01 3.029149079689781240e-02 3.015436127876186187e-02 1.559223845944193443e-01 9.485803387690719402e-02 8.621394328228416948e-02 1.410085766745338975e-01 4.036320324885910027e-02
3.000000000000000000e+04 2.677016107811873782e-02 1.266221598483281419e-01 7.135026644963986253e-02 7.998982596579111426e-02 1.200702728395131452e-01 2.858192880861591678e-02 2.910742791255209808e-02 1.498000730692186089e-01 9.084675736092634457e-02 8.420623812040566036e-02 1.358551838570536408e-01 3.905572588477223411e-02
3.100000000000000000e+04 2.592930356708786355e-02 1.216606700623755477e-01 6.816480493075126323e-02 7.824447439420889605e-02 1.157793693338200897e-01 2.716531178497448920e-02 2.828610688147727495e-02 1.431520292334132194e-01 8.723027519493548043e-02 8.266256647995139095e-02 1.305732065777615303e-01 3.824281377194829745e-02
